from,default-currency_for_amounts,total_commitments,total_disbursements,total_reimbursements,total_expenditure,start-planned_iso-date,start-planned,Start-actual-year,start-actual,end-planned_iso-date,end-planned,end-actual_iso-date,end-actual,implementing-organisations,recipient-country_codes,recipient-countries,activity-status,collaboration-type,default-aid-type
GB,GBP,609244,0,0,609244,2009-07-06,2009-07-06,2009,2009-07-06,2010-01-31,2010-01-31,2010-01-31,2010-01-31,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,352185,0,0,352184,2009-06-15,2009-06-15,2009,2009-06-15,2011-03-31,2011-03-31,2011-03-31,2011-03-31,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,454879,85134,0,354879,2009-07-01,2009-07-01,2009,2009-07-01,2010-05-31,2010-05-31,2010-05-31,2010-05-31,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,606227,0,0,606227,2009-07-15,2009-07-15,2009,2009-07-15,2010-01-31,2010-01-31,2010-01-31,2010-01-31,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,304725,0,0,304724,2009-07-01,2009-07-01,2009,2009-07-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,250104,0,0,250104,2009-06-25,2009-06-25,2009,2009-06-25,2010-01-31,2010-01-31,2010-01-31,2010-01-31,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,536288,0,0,536288,2009-07-15,2009-07-15,2009,2009-07-15,2010-01-31,2010-01-31,2010-01-31,2010-01-31,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,750000,0,0,750000,2009-11-01,2009-11-01,2009,2009-11-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,565231,0,0,565231,2009-11-01,2009-11-01,2009,2009-11-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,3000000,0,0,3000000,2009-11-01,2009-11-01,2009,2009-11-01,2010-04-30,2010-04-30,2010-04-30,2010-04-30,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,2587569,0,0,2587569,2009-11-01,2009-11-01,2009,2009-11-01,2010-05-15,2010-05-15,2010-05-15,2010-05-15,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,600000,0,0,600000,2009-11-01,2009-11-01,2009,2009-11-01,2010-04-30,2010-04-30,2010-04-30,2010-04-30,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,362501,0,0,362501,2009-11-01,2009-11-01,2009,2009-11-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1000000,0,0,1000000,2009-11-01,2009-11-01,2009,2009-11-01,2010-05-31,2010-05-31,2010-05-31,2010-05-31,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,474953,249595,0,214938,2009-11-01,2009-11-01,2009,2009-11-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,300000,0,0,300000,2009-11-01,2009-11-01,2009,2009-11-01,2010-04-30,2010-04-30,2010-04-30,2010-04-30,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,13972,13972,0,0,2009-11-01,2009-11-01,2009,2009-11-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,United Nations Office of Co-ordination of Humanitarian Affairs,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,97114,-1567,0,97114,2009-11-01,2009-11-01,2009,2009-11-01,2011-01-31,2011-01-31,2011-01-31,2011-01-31,"United Nations Educational, Scientific and Cultural Organisation",PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,300447,150223,0,150223,2009-11-01,2009-11-01,2009,2009-11-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,460274,0,0,460273,2009-11-01,2009-11-01,2009,2009-11-01,2010-04-30,2010-04-30,2010-04-30,2010-04-30,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,5910000,5000000,0,910000,2009-11-24,2009-11-24,2009,2009-11-24,2010-09-30,2010-09-30,2010-09-30,2010-09-30,World Food Programme,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,174502,0,0,174502,2010-02-01,2010-02-01,2010,2010-02-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,84375,0,0,84375,2010-02-01,2010-02-01,2010,2010-02-01,2010-03-31,2010-03-31,2010-03-31,2010-03-31,World Food Programme,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,5000000,5000000,0,0,2010-06-01,2010-06-01,2010,2010-06-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,United Nations Office of Co-ordination of Humanitarian Affairs,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,1000000,1000000,0,0,2010-04-01,2010-04-01,2010,2010-04-01,2010-12-31,2010-12-31,2010-12-31,2010-12-31,United Nations Office of the United Nations High Commissioner for Refugees,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,5000000,5000000,0,0,2010-08-04,2010-08-04,2010,2010-08-04,2011-03-28,2011-03-28,2011-03-28,2011-03-28,United Nations Children’s Fund,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,999993,0,0,0,2010-08-06,2010-08-06,2010,2010-08-06,2011-03-30,2011-03-30,2011-03-30,2011-03-30,,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,58928,0,0,58928,2008-07-01,2008-07-01,2008,2008-07-01,2013-03-31,2013-03-31,2013-03-31,2013-03-31,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,108698,0,0,108698,2008-07-01,2008-07-01,2008,2008-07-01,2013-03-31,2013-03-31,2013-03-31,2013-03-31,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,3000000,0,0,3000000,2008-10-01,2008-10-01,2008,2008-10-01,2011-03-31,2011-03-31,2011-03-31,2011-03-31,International Bank for Reconstruction and Development,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,475040,0,0,475039,2008-02-01,2008-02-01,2008,2008-02-01,2010-02-01,2010-02-01,2010-02-01,2010-02-01,United Nations Children’s Fund,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,1645,0,0,1645,2008-02-01,2008-02-01,2008,2008-02-01,2010-02-01,2010-02-01,2010-02-01,2010-02-01,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,174369,0,0,174362,2009-03-02,2009-03-02,2009,2009-03-02,2012-03-31,2012-03-31,2012-03-31,2012-03-31,Other.,PK,Pakistan,Implementation,Bilateral,Project-type interventions
GB,GBP,32404845,0,0,11479480,2012-05-21,2012-05-21,2012,2012-05-21,2017-05-20,2017-05-20,,,Other.,PK,Pakistan,Implementation,Bilateral,Project-type interventions
GB,GBP,250000,0,0,98038,2012-05-21,2012-05-21,2012,2012-05-21,2017-05-20,2017-05-20,,,Other.,PK,Pakistan,Implementation,Bilateral,Project-type interventions
GB,GBP,235613,235613,0,0,2012-05-21,2012-05-21,2012,2012-05-21,2012-11-30,2012-11-30,2012-11-30,2012-11-30,United Nations Development Fund for Women,PK,Pakistan,Implementation,Bilateral,Project-type interventions
GB,GBP,1435172,0,0,1261921,2012-05-21,2012-05-21,2012,2012-05-21,2017-05-20,2017-05-20,,,Other.,PK,Pakistan,Implementation,Bilateral,Project-type interventions
GB,GBP,13600000,0,0,13600000,2008-12-01,2008-12-01,2008,2008-12-01,2009-09-01,2009-09-01,2009-09-01,2009-09-01,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,300000,0,0,300000,2010-01-04,2010-01-04,2010,2010-01-04,2011-05-03,2011-05-03,2011-05-03,2011-05-03,International Bank for Reconstruction and Development,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,22877,0,0,22847,2009-05-12,2009-05-12,2009,2009-05-12,2011-04-09,2011-04-09,2011-04-09,2011-04-09,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,76500000,61500000,0,15000000,2009-06-16,2009-06-16,2009,2009-06-16,2014-06-30,2014-06-30,2014-06-30,2014-06-30,Recipient Government,PK,Pakistan,Post-completion,Bilateral,Sector budget support
GB,GBP,1597679,0,0,1593820,2009-06-16,2009-06-16,2009,2009-06-16,2014-06-30,2014-06-30,2014-06-30,2014-06-30,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,202312,202312,0,0,2011-03-21,2011-03-21,2011,2011-03-21,2013-02-15,2013-02-15,2013-02-15,2013-02-15,International Bank for Reconstruction and Development,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,532000,451871,0,0,2009-06-16,2009-06-16,2009,2009-06-16,2014-06-30,2014-06-30,2014-06-30,2014-06-30,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,7930000,7930000,0,0,2010-06-15,2010-06-15,2010,2010-06-15,2012-02-15,2012-02-15,2012-02-15,2012-02-15,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,200000,0,0,63401,2010-06-15,2010-06-15,2010,2010-06-15,2012-02-15,2012-02-15,2012-02-15,2012-02-15,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,60000000,0,0,60000000,2009-06-22,2009-06-22,2009,2009-06-22,2011-10-31,2011-10-31,2011-10-31,2011-10-31,Recipient Government,PK,Pakistan,Post-completion,Bilateral,General budget support
GB,GBP,107945,0,0,107942,2009-06-22,2009-06-22,2009,2009-06-22,2012-02-20,2012-02-20,2012-02-20,2012-02-20,"University, college or other teaching institution, research institute or think-tank",PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,7497,7497,0,0,2009-06-22,2009-06-22,2009,2009-06-22,2011-10-31,2011-10-31,2011-10-31,2011-10-31,"University, college or other teaching institution, research institute or think-tank",PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,238300,0,0,231383,2009-10-07,2009-10-07,2009,2009-10-07,2012-03-31,2012-03-31,2012-03-31,2012-03-31,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,2312447,0,0,2396064,2009-12-01,2009-12-01,2009,2009-12-01,2014-03-31,2014-03-31,2014-03-31,2014-03-31,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,254360,254360,0,0,2013-01-01,2013-01-01,2013,2013-01-01,2014-03-31,2014-03-31,2014-03-31,2014-03-31,"University, college or other teaching institution, research institute or think-tank",PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,96656,96784,0,-128,2013-01-01,2013-01-01,2013,2013-01-01,2014-03-31,2014-03-31,2014-03-31,2014-03-31,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,60090,0,0,60085,2010-01-29,2010-01-29,2010,2010-01-29,2012-10-10,2012-10-10,2012-10-10,2012-10-10,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,109766,0,0,109756,2010-01-29,2010-01-29,2010,2010-01-29,2012-10-10,2012-10-10,2012-10-10,2012-10-10,"University, college or other teaching institution, research institute or think-tank",PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,85000,71737,0,13261,2010-01-01,2010-01-01,2010,2010-01-01,2010-09-30,2010-09-30,2010-09-30,2010-09-30,"University, college or other teaching institution, research institute or think-tank",PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,41500000,25991636,0,10000000,2010-03-01,2010-03-01,2010,2010-03-01,2016-06-30,2016-06-30,,,International Bank for Reconstruction and Development,PK,Pakistan,Implementation,Bilateral,Project-type interventions
GB,GBP,200000,200000,0,0,2010-08-16,2010-08-16,2010,2010-08-16,2013-11-16,2013-11-16,2013-11-16,2013-11-16,International Monetary Fund (IMF),PK,Pakistan,Implementation,Bilateral,Project-type interventions
GB,GBP,543457,550760,0,1939,2010-08-04,2010-08-04,2010,2010-08-04,2012-03-31,2012-03-31,2012-03-31,2012-03-31,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,4000000,4000000,0,0,2010-08-19,2010-08-19,2010,2010-08-19,2011-03-31,2011-03-31,2011-03-31,2011-03-31,United Nations Children’s Fund,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,5862820,5862820,0,0,2010-08-26,2010-08-26,2010,2010-08-26,2011-05-31,2011-05-31,2011-05-31,2011-05-31,International Organisation for Migration,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,750000,750000,0,0,2010-09-06,2010-09-06,2010,2010-09-06,2011-03-31,2011-03-31,2011-03-31,2011-03-31,United Nations Office of Co-ordination of Humanitarian Affairs,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,3750000,3750000,0,0,2010-08-19,2010-08-19,2010,2010-08-19,2010-11-12,2010-11-12,2010-11-12,2010-11-12,World Food Programme,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,4050000,4050000,0,0,2010-08-19,2010-08-19,2010,2010-08-19,2011-02-28,2011-02-28,2011-02-28,2011-02-28,International Federation of Red Cross and Red Crescent Societies,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1000000,1000000,0,0,2010-08-27,2010-08-27,2010,2010-08-27,2010-12-31,2010-12-31,2010-12-31,2010-12-31,International Committee of the Red Cross,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,4284462,4284453,0,0,2010-08-19,2010-08-19,2010,2010-08-19,2012-03-31,2012-03-31,2012-03-31,2012-03-31,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,3000000,3000000,0,0,2010-08-30,2010-08-30,2010,2010-08-30,2011-05-31,2011-05-31,2011-05-31,2011-05-31,World Health Organisation - core voluntary contributions account,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,996000,996000,0,0,2010-08-19,2010-08-19,2010,2010-08-19,2010-11-19,2010-11-19,2010-11-19,2010-11-19,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,500000,500000,0,0,2010-09-01,2010-09-01,2010,2010-09-01,2011-01-31,2011-01-31,2011-01-31,2011-01-31,United Nations Office of the United Nations High Commissioner for Refugees,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,1008442,428122,0,48468,2010-08-19,2010-08-19,2010,2010-08-19,2012-12-15,2012-12-15,2012-12-15,2012-12-15,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,1500000,1500000,0,0,2010-08-23,2010-08-23,2010,2010-08-23,2011-01-23,2011-01-23,2011-01-23,2011-01-23,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,2849073,2849073,0,0,2010-08-19,2010-08-19,2010,2010-08-19,2011-09-30,2011-09-30,2011-09-30,2011-09-30,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,4597653,4597653,0,0,2010-08-20,2010-08-20,2010,2010-08-20,2011-09-30,2011-09-30,2011-09-30,2011-09-30,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,3101739,3101739,0,0,2010-09-01,2010-09-01,2010,2010-09-01,2011-02-28,2011-02-28,2011-02-28,2011-02-28,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1740965,1530024,0,1023,2010-08-19,2010-08-19,2010,2010-08-19,2012-06-30,2012-06-30,2012-06-30,2012-06-30,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,2995349,2995349,0,0,2010-09-20,2010-09-20,2010,2010-09-20,2011-02-19,2011-02-19,2011-02-19,2011-02-19,Network,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1000000,1000000,0,0,2010-09-01,2010-09-01,2010,2010-09-01,2011-02-28,2011-02-28,2011-02-28,2011-02-28,United Nations Office of the United Nations High Commissioner for Refugees,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,3037028,3037028,0,0,2010-09-15,2010-09-15,2010,2010-09-15,2011-05-31,2011-05-31,2011-05-31,2011-05-31,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,4000000,4000000,0,0,2010-09-15,2010-09-15,2010,2010-09-15,2011-09-30,2011-09-30,2011-09-30,2011-09-30,World Food Programme,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,62146,50014,0,11745,2010-08-19,2010-08-19,2010,2010-08-19,2011-09-30,2011-09-30,2011-09-30,2011-09-30,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,90113,86092,0,3057,2010-08-19,2010-08-19,2010,2010-08-19,2011-09-30,2011-09-30,2011-09-30,2011-09-30,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,450000,450000,0,0,2010-09-09,2010-09-09,2010,2010-09-09,2011-01-09,2011-01-09,2011-01-09,2011-01-09,Third Country Government (Delegated co-operation),PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,7000000,7000000,0,0,2010-10-18,2010-10-18,2010,2010-10-18,2011-07-31,2011-07-31,2011-07-31,2011-07-31,Food and Agricultural Organisation,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,1713637,1713627,0,0,2010-10-25,2010-10-25,2010,2010-10-25,2011-07-31,2011-07-31,2011-07-31,2011-07-31,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1999443,1999443,0,0,2010-10-24,2010-10-24,2010,2010-10-24,2011-06-30,2011-06-30,2011-06-30,2011-06-30,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,3856520,3856520,0,0,2010-10-25,2010-10-25,2010,2010-10-25,2013-03-29,2013-03-29,2013-03-29,2013-03-29,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1814761,1814761,0,0,2010-10-26,2010-10-26,2010,2010-10-26,2011-02-25,2011-02-25,2011-02-25,2011-02-25,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,19987374,19987374,0,0,2010-12-01,2010-12-01,2010,2010-12-01,2011-08-14,2011-08-14,2011-08-14,2011-08-14,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,3048420,3048420,0,0,2010-12-15,2010-12-15,2010,2010-12-15,2011-09-30,2011-09-30,2011-09-30,2011-09-30,NON-GOVERNMENTAL ORGANISATIONS (NGOs) AND CIVIL SOCIETY,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,2870949,2870948,0,0,2010-12-10,2010-12-10,2010,2010-12-10,2011-09-30,2011-09-30,2011-09-30,2011-09-30,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,3756310,3756308,0,0,2010-12-15,2010-12-15,2010,2010-12-15,2011-09-30,2011-09-30,2011-09-30,2011-09-30,INTERNATIONAL NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1750000,1750000,0,0,2011-01-01,2011-01-01,2011,2011-01-01,2011-09-30,2011-09-30,2011-09-30,2011-09-30,United Nations Human Settlement Programme,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,5000000,5000000,0,0,2011-03-01,2011-03-01,2011,2011-03-01,2012-03-14,2012-03-14,2012-03-14,2012-03-14,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,2750000,2750000,0,0,2011-03-01,2011-03-01,2011,2011-03-01,2011-12-31,2011-12-31,2011-12-31,2011-12-31,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,3000000,3000000,0,0,2011-03-15,2011-03-15,2011,2011-03-15,2011-12-31,2011-12-31,2011-12-31,2011-12-31,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,900942,900942,0,0,2011-03-10,2011-03-10,2011,2011-03-10,2011-12-31,2011-12-31,2011-12-31,2011-12-31,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,850000,850000,0,0,2011-03-01,2011-03-01,2011,2011-03-01,2011-12-31,2011-12-31,2011-12-31,2011-12-31,International Organisation for Migration,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,2346538,2346538,0,0,2011-03-10,2011-03-10,2011,2011-03-10,2011-09-10,2011-09-10,2011-09-10,2011-09-10,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1545203,1536780,0,0,2011-03-17,2011-03-17,2011,2011-03-17,2011-12-31,2011-12-31,2011-12-31,2011-12-31,Donor country-based NGO,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,2500398,2500398,0,0,2011-06-01,2011-06-01,2011,2011-06-01,2012-02-29,2012-02-29,2012-02-29,2012-02-29,International Committee of the Red Cross,PK,Pakistan,Post-completion,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,435460,435460,0,0,2011-08-15,2011-08-15,2011,2011-08-15,2012-02-29,2012-02-29,2012-02-29,2012-02-29,International Organisation for Migration,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,1700000,1700000,0,0,2011-09-01,2011-09-01,2011,2011-09-01,2012-02-29,2012-02-29,2012-02-29,2012-02-29,World Health Organisation - core voluntary contributions account,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,5000,0,0,3089,2010-10-01,2010-10-01,2010,2010-10-01,2012-03-31,2012-03-31,2012-03-31,2012-03-31,,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,96167,96163,0,0,2011-03-01,2011-03-01,2011,2011-03-01,2013-04-30,2013-04-30,2013-04-30,2013-04-30,INTERNATIONAL NGO,PK,Pakistan,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
GB,GBP,1185987,0,0,837938,2010-12-01,2010-12-01,2010,2010-12-01,2015-06-30,2015-06-30,,,Other.,PK,Pakistan,Implementation,Bilateral,Project-type interventions
GB,GBP,1355013,0,0,1568105,2012-06-18,2012-06-18,2012,2012-06-18,2015-06-30,2015-06-30,,,Other.,PK,Pakistan,Implementation,Bilateral,Project-type interventions
GB,GBP,2458999,517739,0,0,2014-05-14,2014-05-14,2014,2014-05-14,2015-06-30,2015-06-30,,,Other.,PK,Pakistan,Implementation,Bilateral,Project-type interventions
GB,GBP,50000,50000,0,0,2013-01-01,2013-01-01,2013,2013-01-01,2013-04-30,2013-04-30,2013-04-30,2013-04-30,International Organisation for Migration,PK,Pakistan,Implementation,Bilateral,Project-type interventions
GB,GBP,1776551,0,0,819725,2011-01-04,2011-01-04,2011,2011-01-04,2015-05-31,2015-05-31,,,Other.,PK,Pakistan,Implementation,Bilateral,Project-type interventions
GB,GBP,1536248,0,0,1535731,2012-06-18,2012-06-18,2012,2012-06-18,2015-05-31,2015-05-31,,,Other.,PK,Pakistan,Implementation,Bilateral,Project-type interventions
GB,GBP,2687200,474933,0,0,2014-05-16,2014-05-16,2014,2014-05-16,2015-10-25,2015-10-25,,,Other.,PK,Pakistan,Implementation,Bilateral,Project-type interventions
GB,GBP,19875,0,0,19514,2011-01-04,2011-01-04,2011,2011-01-04,2013-01-04,2013-01-04,2013-01-04,2013-01-04,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,64300000,64300000,0,0,2011-01-04,2011-01-04,2011,2011-01-04,2013-01-04,2013-01-04,2013-01-04,2013-01-04,International Bank for Reconstruction and Development,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,239510,0,0,34135,2011-01-04,2011-01-04,2011,2011-01-04,2014-04-30,2014-04-30,2014-04-30,2014-04-30,Other.,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,540613,539440,0,821,2011-10-31,2011-10-31,2011,2011-10-31,2014-04-30,2014-04-30,2014-04-30,2014-04-30,International Organisation for Migration,PK,Pakistan,Post-completion,Bilateral,Project-type interventions
GB,GBP,11770000,11669582,0,0,2010-12-17,2010-12-17,2010,2010-12-17,2014-08-31,2014-08-31,2014-08-31,2014-08-31,Developing country-based NGO,PK,Pakistan,Implementation,"Bilateral, core contributions to NGOs and other private bodies / PPPs",Project-type interventions
